Indice,Probabilidad,Resultado
1834,0.92841166,Exoplaneta
1835,0.94774765,Exoplaneta
1836,0.19363108,No exoplaneta
1837,0.77610606,Exoplaneta
1838,0.9607003,Exoplaneta
1839,0.75458944,Exoplaneta
1840,0.7814183,Exoplaneta
1841,0.9505213,Exoplaneta
1842,0.90266526,Exoplaneta
1843,0.8905636,Exoplaneta
1844,0.9397853,Exoplaneta
1845,0.9256771,Exoplaneta
1846,0.6629296,Exoplaneta
1847,0.8882139,Exoplaneta
1848,0.057586685,No exoplaneta
1849,0.6990238,Exoplaneta
1850,0.6537175,Exoplaneta
1851,0.90735465,Exoplaneta
1852,0.94811356,Exoplaneta
1853,0.9594544,Exoplaneta
1854,0.95769846,Exoplaneta
1855,0.42602652,No exoplaneta
1856,0.82049125,Exoplaneta
1857,0.94148755,Exoplaneta
1858,0.9698164,Exoplaneta
1859,0.93619025,Exoplaneta
1860,0.9297553,Exoplaneta
1861,0.9083528,Exoplaneta
1862,0.87487537,Exoplaneta
1863,0.6783778,Exoplaneta
1864,0.11524145,No exoplaneta
1865,0.5893499,Exoplaneta
1866,0.62682056,Exoplaneta
1867,0.6983878,Exoplaneta
1868,0.72616756,Exoplaneta
1869,0.87253046,Exoplaneta
1870,0.9381602,Exoplaneta
1871,0.8965185,Exoplaneta
1872,0.90667176,Exoplaneta
1873,0.8843788,Exoplaneta
1874,0.7511752,Exoplaneta
1875,0.9577124,Exoplaneta
1876,0.8663422,Exoplaneta
1877,0.87339795,Exoplaneta
1878,0.09333362,No exoplaneta
1879,0.8954028,Exoplaneta
1880,0.9053779,Exoplaneta
1881,0.93508404,Exoplaneta
1882,0.41786867,No exoplaneta
1883,0.77198523,Exoplaneta
1884,0.86405206,Exoplaneta
1885,0.72041225,Exoplaneta
1886,0.86661893,Exoplaneta
1887,0.6751202,Exoplaneta
1888,0.724594,Exoplaneta
1889,0.94521743,Exoplaneta
1890,0.80759215,Exoplaneta
1891,0.7475045,Exoplaneta
1892,0.20698364,No exoplaneta
1893,0.81760764,Exoplaneta
1894,0.67569625,Exoplaneta
1895,0.7339279,Exoplaneta
1896,0.6562126,Exoplaneta
1897,0.9201599,Exoplaneta
1898,0.7843374,Exoplaneta
1899,0.7700129,Exoplaneta
1900,0.739249,Exoplaneta
1901,0.9615192,Exoplaneta
1902,0.94497955,Exoplaneta
1903,0.7987971,Exoplaneta
1904,0.9036934,Exoplaneta
1905,0.11498771,No exoplaneta
1906,0.9426761,Exoplaneta
1907,0.6155915,Exoplaneta
1908,0.9500206,Exoplaneta
1909,0.6558084,Exoplaneta
1910,0.695438,Exoplaneta
1911,0.7697908,Exoplaneta
1912,0.8168789,Exoplaneta
1913,0.6645577,Exoplaneta
1914,0.7755617,Exoplaneta
1915,0.92831045,Exoplaneta
1916,0.91435695,Exoplaneta
1917,0.810026,Exoplaneta
1918,0.91092044,Exoplaneta
1919,0.9183355,Exoplaneta
1920,0.90344703,Exoplaneta
1921,0.9417686,Exoplaneta
1922,0.8783829,Exoplaneta
1923,0.89911884,Exoplaneta
1924,0.68853796,Exoplaneta
1925,0.8671579,Exoplaneta
1926,0.80485255,Exoplaneta
1927,0.91296786,Exoplaneta
1928,0.7559731,Exoplaneta
1929,0.8230969,Exoplaneta
1930,0.9279806,Exoplaneta
1931,0.9183611,Exoplaneta
1932,0.9672608,Exoplaneta
1933,0.90161633,Exoplaneta
1934,0.86019695,Exoplaneta
1935,0.5864651,Exoplaneta
1936,0.37952638,No exoplaneta
1937,0.8238676,Exoplaneta
1938,0.93300253,Exoplaneta
1939,0.95437217,Exoplaneta
1940,0.87413996,Exoplaneta
1941,0.66251916,Exoplaneta
1942,0.73612505,Exoplaneta
1943,0.9423058,Exoplaneta
1944,0.7630233,Exoplaneta
1945,0.9475881,Exoplaneta
1946,0.93010813,Exoplaneta
1947,0.7526226,Exoplaneta
1948,0.62480396,Exoplaneta
1949,0.9064034,Exoplaneta
1950,0.7877929,Exoplaneta
1951,0.9334788,Exoplaneta
1952,0.87716043,Exoplaneta
1953,0.95134,Exoplaneta
1954,0.7611477,Exoplaneta
1955,0.8563857,Exoplaneta
1956,0.9290955,Exoplaneta
1957,0.73620343,Exoplaneta
1958,0.75200593,Exoplaneta
1959,0.92687666,Exoplaneta
1960,0.7649201,Exoplaneta
1961,0.8758828,Exoplaneta
1962,0.24847098,No exoplaneta
1963,0.9200058,Exoplaneta
1964,0.9333431,Exoplaneta
1965,0.9512256,Exoplaneta
1966,0.93168455,Exoplaneta
1967,0.93119794,Exoplaneta
1968,0.9043474,Exoplaneta
1969,0.58877987,Exoplaneta
1970,0.71203315,Exoplaneta
1971,0.82388455,Exoplaneta
1972,0.8913244,Exoplaneta
1973,0.92610836,Exoplaneta
1974,0.88828075,Exoplaneta
1975,0.8687055,Exoplaneta
1976,0.93388075,Exoplaneta
1977,0.8906858,Exoplaneta
1978,0.6701439,Exoplaneta
1979,0.80649567,Exoplaneta
1980,0.8442565,Exoplaneta
1981,0.76123846,Exoplaneta
1982,0.9398574,Exoplaneta
1983,0.83558774,Exoplaneta
1984,0.9149234,Exoplaneta
1985,0.7441594,Exoplaneta
1986,0.16939951,No exoplaneta
1987,0.7454513,Exoplaneta
1988,0.61564153,Exoplaneta
1989,0.90347594,Exoplaneta
1990,0.8016768,Exoplaneta
1991,0.9458972,Exoplaneta
1992,0.8667341,Exoplaneta
1993,0.053947765,No exoplaneta
1994,0.94328785,Exoplaneta
1995,0.8162459,Exoplaneta
1996,0.8139073,Exoplaneta
1997,0.8500274,Exoplaneta
1998,0.5018393,Exoplaneta
1999,0.5393245,Exoplaneta
2000,0.92167324,Exoplaneta
2001,0.5938807,Exoplaneta
2002,0.8364341,Exoplaneta
2003,0.7811157,Exoplaneta
2004,0.9601234,Exoplaneta
2005,0.9096899,Exoplaneta
2006,0.9569098,Exoplaneta
2007,0.6832171,Exoplaneta
2008,0.8235658,Exoplaneta
2009,0.21202773,No exoplaneta
2010,0.95380616,Exoplaneta
2011,0.39879966,No exoplaneta
2012,0.9244617,Exoplaneta
2013,0.79154724,Exoplaneta
2014,0.62412524,Exoplaneta
2015,0.8006242,Exoplaneta
2016,0.5811939,Exoplaneta
2017,0.50683767,Exoplaneta
2018,0.63620967,Exoplaneta
2019,0.58033127,Exoplaneta
2020,0.5674218,Exoplaneta
2021,0.9456187,Exoplaneta
2022,0.90293,Exoplaneta
2023,0.91039044,Exoplaneta
2024,0.757863,Exoplaneta
2025,0.60450387,Exoplaneta
2026,0.95630205,Exoplaneta
2027,0.8893028,Exoplaneta
2028,0.73215777,Exoplaneta
2029,0.94411105,Exoplaneta
2030,0.6333358,Exoplaneta
2031,0.43905014,No exoplaneta
2032,0.5848384,Exoplaneta
2033,0.7574582,Exoplaneta
2034,0.2715849,No exoplaneta
2035,0.4835695,No exoplaneta
2036,0.6804086,Exoplaneta
2037,0.74095863,Exoplaneta
2038,0.74926174,Exoplaneta
2039,0.7017848,Exoplaneta
2040,0.4391782,No exoplaneta
2041,0.3425276,No exoplaneta
2042,0.90621936,Exoplaneta
2043,0.9338711,Exoplaneta
2044,0.8480351,Exoplaneta
2045,0.8186892,Exoplaneta
2046,0.94286495,Exoplaneta
2047,0.7968345,Exoplaneta
2048,0.5678822,Exoplaneta
2049,0.84106904,Exoplaneta
2050,0.47465938,No exoplaneta
2051,0.52598315,Exoplaneta
2052,0.36772057,No exoplaneta
2053,0.9419668,Exoplaneta
2054,0.9252034,Exoplaneta
2055,0.8723585,Exoplaneta
2056,0.6903214,Exoplaneta
2057,0.7719526,Exoplaneta
2058,0.71347314,Exoplaneta
2059,0.7075948,Exoplaneta
2060,0.9107412,Exoplaneta
2061,0.9060996,Exoplaneta
2062,0.8738328,Exoplaneta
2063,0.9581553,Exoplaneta
2064,0.6303327,Exoplaneta
2065,0.84249616,Exoplaneta
2066,0.55626255,Exoplaneta
2067,0.94238275,Exoplaneta
2068,0.9632062,Exoplaneta
2069,0.9429988,Exoplaneta
2070,0.5333531,Exoplaneta
2071,0.7443551,Exoplaneta
2072,0.38291252,No exoplaneta
2073,0.30232856,No exoplaneta
2074,0.77177566,Exoplaneta
2075,0.5944637,Exoplaneta
2076,0.3269733,No exoplaneta
2077,0.8460995,Exoplaneta
2078,0.96428263,Exoplaneta
2079,0.82056004,Exoplaneta
2080,0.7169356,Exoplaneta
2081,0.9467361,Exoplaneta
2082,0.770838,Exoplaneta
2083,0.47931865,No exoplaneta
2084,0.9209489,Exoplaneta
2085,0.7821142,Exoplaneta
2086,0.20480649,No exoplaneta
2087,0.9525664,Exoplaneta
2088,0.75549185,Exoplaneta
2089,0.2580258,No exoplaneta
2090,0.8197829,Exoplaneta
2091,0.6543805,Exoplaneta
2092,0.867611,Exoplaneta
2093,0.7515689,Exoplaneta
2094,0.9230522,Exoplaneta
2095,0.94274455,Exoplaneta
2096,0.8999593,Exoplaneta
2097,0.8826751,Exoplaneta
2098,0.2339503,No exoplaneta
2099,0.396128,No exoplaneta
2100,0.12860656,No exoplaneta
2101,0.43233034,No exoplaneta
2102,0.9061205,Exoplaneta
2103,0.9567574,Exoplaneta
2104,0.6248989,Exoplaneta
2105,0.7129338,Exoplaneta
2106,0.5197482,Exoplaneta
2107,0.6169346,Exoplaneta
2108,0.7162134,Exoplaneta
2109,0.95283926,Exoplaneta
2110,0.9612183,Exoplaneta
2111,0.19461203,No exoplaneta
2112,0.6447339,Exoplaneta
2113,0.9116859,Exoplaneta
2114,0.89884377,Exoplaneta
2115,0.7510042,Exoplaneta
2116,0.5079225,Exoplaneta
2117,0.9559651,Exoplaneta
2118,0.56294733,Exoplaneta
2119,0.94425154,Exoplaneta
2120,0.83063287,Exoplaneta
2121,0.10637452,No exoplaneta
2122,0.7487711,Exoplaneta
2123,0.06871425,No exoplaneta
2124,0.5989724,Exoplaneta
2125,0.7560953,Exoplaneta
2126,0.9220454,Exoplaneta
2127,0.8261025,Exoplaneta
2128,0.63801557,Exoplaneta
2129,0.07669267,No exoplaneta
2130,0.5096149,Exoplaneta
2131,0.859382,Exoplaneta
2132,0.8264785,Exoplaneta
2133,0.48506284,No exoplaneta
2134,0.4815913,No exoplaneta
2135,0.61462575,Exoplaneta
2136,0.8092461,Exoplaneta
2137,0.11125465,No exoplaneta
2138,0.9596811,Exoplaneta
2139,0.9054499,Exoplaneta
2140,0.7947278,Exoplaneta
2141,0.8710798,Exoplaneta
2142,0.37016734,No exoplaneta
2143,0.09261586,No exoplaneta
2144,0.46058366,No exoplaneta
2145,0.61735594,Exoplaneta
2146,0.7211735,Exoplaneta
2147,0.9502528,Exoplaneta
2148,0.9423478,Exoplaneta
2149,0.94951254,Exoplaneta
2150,0.3614357,No exoplaneta
2151,0.13290524,No exoplaneta
2152,0.90622026,Exoplaneta
2153,0.9388994,Exoplaneta
2154,0.94488674,Exoplaneta
2155,0.89556605,Exoplaneta
2156,0.71974933,Exoplaneta
2157,0.81189364,Exoplaneta
2158,0.808991,Exoplaneta
2159,0.20149815,No exoplaneta
2160,0.9488524,Exoplaneta
2161,0.9475376,Exoplaneta
2162,0.05700864,No exoplaneta
2163,0.86244816,Exoplaneta
2164,0.8619029,Exoplaneta
2165,0.9059183,Exoplaneta
2166,0.9128115,Exoplaneta
2167,0.8915856,Exoplaneta
2168,0.73033154,Exoplaneta
2169,0.054675233,No exoplaneta
2170,0.76519936,Exoplaneta
2171,0.30205575,No exoplaneta
2172,0.9176779,Exoplaneta
2173,0.94791514,Exoplaneta
2174,0.9387168,Exoplaneta
2175,0.8329954,Exoplaneta
2176,0.8455028,Exoplaneta
2177,0.7572152,Exoplaneta
2178,0.6810396,Exoplaneta
2179,0.7570373,Exoplaneta
2180,0.68435013,Exoplaneta
2181,0.3867763,No exoplaneta
2182,0.7888859,Exoplaneta
2183,0.84749687,Exoplaneta
2184,0.8704491,Exoplaneta
2185,0.95685434,Exoplaneta
2186,0.795769,Exoplaneta
2187,0.895147,Exoplaneta
2188,0.919573,Exoplaneta
2189,0.96100986,Exoplaneta
2190,0.9516852,Exoplaneta
2191,0.5324721,Exoplaneta
2192,0.03689498,No exoplaneta
2193,0.89390886,Exoplaneta
2194,0.5154496,Exoplaneta
2195,0.9582036,Exoplaneta
2196,0.9556681,Exoplaneta
2197,0.9389995,Exoplaneta
2198,0.9087295,Exoplaneta
2199,0.9473805,Exoplaneta
2200,0.7449655,Exoplaneta
2201,0.1032033,No exoplaneta
2202,0.07767926,No exoplaneta
2203,0.5872403,Exoplaneta
2204,0.6401917,Exoplaneta
2205,0.2100019,No exoplaneta
2206,0.89940923,Exoplaneta
2207,0.78818756,Exoplaneta
2208,0.5953785,Exoplaneta
2209,0.6236014,Exoplaneta
2210,0.08156602,No exoplaneta
2211,0.6314482,Exoplaneta
2212,0.7122888,Exoplaneta
2213,0.9016214,Exoplaneta
2214,0.8907243,Exoplaneta
2215,0.8060483,Exoplaneta
2216,0.6689002,Exoplaneta
2217,0.7463287,Exoplaneta
2218,0.7452974,Exoplaneta
2219,0.22373427,No exoplaneta
2220,0.6690661,Exoplaneta
2221,0.6078135,Exoplaneta
2222,0.6361758,Exoplaneta
2223,0.3728609,No exoplaneta
2224,0.88467157,Exoplaneta
2225,0.5592412,Exoplaneta
2226,0.61535823,Exoplaneta
2227,0.11397075,No exoplaneta
2228,0.6841966,Exoplaneta
2229,0.93562293,Exoplaneta
2230,0.8093762,Exoplaneta
2231,0.8748241,Exoplaneta
2232,0.89775985,Exoplaneta
2233,0.6596057,Exoplaneta
2234,0.8587671,Exoplaneta
2235,0.68860275,Exoplaneta
2236,0.1926634,No exoplaneta
2237,0.9454762,Exoplaneta
2238,0.9508125,Exoplaneta
2239,0.4594187,No exoplaneta
2240,0.95596826,Exoplaneta
2241,0.66460615,Exoplaneta
2242,0.6153922,Exoplaneta
2243,0.56942534,Exoplaneta
2244,0.5723272,Exoplaneta
2245,0.75055194,Exoplaneta
2246,0.0996774,No exoplaneta
2247,0.8885299,Exoplaneta
2248,0.8127809,Exoplaneta
2249,0.91271275,Exoplaneta
2250,0.7396405,Exoplaneta
2251,0.6055805,Exoplaneta
2252,0.91237766,Exoplaneta
2253,0.9013844,Exoplaneta
2254,0.9144416,Exoplaneta
2255,0.68588895,Exoplaneta
2256,0.8228718,Exoplaneta
2257,0.7677813,Exoplaneta
2258,0.77110064,Exoplaneta
2259,0.87476265,Exoplaneta
2260,0.81887525,Exoplaneta
2261,0.801402,Exoplaneta
2262,0.66786474,Exoplaneta
2263,0.7846814,Exoplaneta
2264,0.7157413,Exoplaneta
2265,0.9619902,Exoplaneta
2266,0.51961356,Exoplaneta
2267,0.85013056,Exoplaneta
2268,0.49322778,No exoplaneta
2269,0.94553214,Exoplaneta
2270,0.69247836,Exoplaneta
2271,0.5528518,Exoplaneta
2272,0.92707974,Exoplaneta
2273,0.8772637,Exoplaneta
2274,0.9396391,Exoplaneta
2275,0.735722,Exoplaneta
2276,0.7782258,Exoplaneta
2277,0.38890016,No exoplaneta
2278,0.7271023,Exoplaneta
2279,0.30945098,No exoplaneta
2280,0.95913655,Exoplaneta
2281,0.3432362,No exoplaneta
2282,0.96212023,Exoplaneta
2283,0.90066916,Exoplaneta
2284,0.915586,Exoplaneta
2285,0.56977004,Exoplaneta
2286,0.90979654,Exoplaneta
2287,0.71050084,Exoplaneta
2288,0.5562728,Exoplaneta
2289,0.9270153,Exoplaneta
2290,0.94429713,Exoplaneta
2291,0.90735847,Exoplaneta
2292,0.62655884,Exoplaneta
2293,0.9269181,Exoplaneta
2294,0.4304793,No exoplaneta
2295,0.7091086,Exoplaneta
2296,0.110397,No exoplaneta
2297,0.9251842,Exoplaneta
2298,0.68635255,Exoplaneta
2299,0.78696597,Exoplaneta
2300,0.8001332,Exoplaneta
2301,0.84787226,Exoplaneta
2302,0.9011069,Exoplaneta
2303,0.85574377,Exoplaneta
2304,0.7812557,Exoplaneta
2305,0.57921153,Exoplaneta
2306,0.92327225,Exoplaneta
2307,0.78851116,Exoplaneta
2308,0.6626557,Exoplaneta
2309,0.26928365,No exoplaneta
2310,0.90738577,Exoplaneta
2311,0.9050203,Exoplaneta
2312,0.95433074,Exoplaneta
2313,0.6040465,Exoplaneta
2314,0.23208185,No exoplaneta
2315,0.87115604,Exoplaneta
2316,0.3547115,No exoplaneta
2317,0.76044494,Exoplaneta
2318,0.79972196,Exoplaneta
2319,0.7189616,Exoplaneta
2320,0.5762186,Exoplaneta
2321,0.83602726,Exoplaneta
2322,0.89305437,Exoplaneta
2323,0.9169338,Exoplaneta
2324,0.50946116,Exoplaneta
2325,0.41529986,No exoplaneta
2326,0.07857442,No exoplaneta
2327,0.89693666,Exoplaneta
2328,0.9648668,Exoplaneta
2329,0.122017905,No exoplaneta
2330,0.8709878,Exoplaneta
2331,0.860134,Exoplaneta
2332,0.9294559,Exoplaneta
2333,0.92820704,Exoplaneta
2334,0.92890626,Exoplaneta
2335,0.80095863,Exoplaneta
2336,0.9176327,Exoplaneta
2337,0.7351668,Exoplaneta
2338,0.3699349,No exoplaneta
2339,0.8610338,Exoplaneta
2340,0.70161295,Exoplaneta
2341,0.9091354,Exoplaneta
2342,0.58554035,Exoplaneta
2343,0.94880444,Exoplaneta
2344,0.9475286,Exoplaneta
2345,0.80210054,Exoplaneta
2346,0.7100335,Exoplaneta
2347,0.495441,No exoplaneta
2348,0.69879246,Exoplaneta
2349,0.8159196,Exoplaneta
2350,0.95416266,Exoplaneta
2351,0.9522236,Exoplaneta
2352,0.75173974,Exoplaneta
2353,0.94821864,Exoplaneta
2354,0.92340165,Exoplaneta
2355,0.94954306,Exoplaneta
2356,0.74032456,Exoplaneta
2357,0.4269814,No exoplaneta
2358,0.35995236,No exoplaneta
2359,0.28716135,No exoplaneta
2360,0.8306114,Exoplaneta
2361,0.9399245,Exoplaneta
2362,0.00035785572,No exoplaneta
2363,0.60733426,Exoplaneta
2364,0.92806613,Exoplaneta
2365,0.7763167,Exoplaneta
2366,0.38697037,No exoplaneta
2367,0.90938073,Exoplaneta
2368,0.6019577,Exoplaneta
2369,0.6600006,Exoplaneta
2370,0.8172044,Exoplaneta
2371,0.34686425,No exoplaneta
2372,0.950994,Exoplaneta
2373,0.79216623,Exoplaneta
2374,0.60855,Exoplaneta
2375,0.92184573,Exoplaneta
2376,0.93020684,Exoplaneta
2377,0.9151532,Exoplaneta
2378,0.23196447,No exoplaneta
2379,0.43749544,No exoplaneta
2380,0.7126301,Exoplaneta
2381,0.3878603,No exoplaneta
2382,0.3930947,No exoplaneta
2383,0.6147631,Exoplaneta
2384,0.24044485,No exoplaneta
2385,0.8853128,Exoplaneta
2386,0.6586897,Exoplaneta
2387,0.9456094,Exoplaneta
2388,0.4818373,No exoplaneta
2389,0.92099714,Exoplaneta
2390,0.92834264,Exoplaneta
2391,0.68289816,Exoplaneta
2392,0.060796753,No exoplaneta
2393,0.6329043,Exoplaneta
2394,0.95190334,Exoplaneta
2395,0.70360947,Exoplaneta
2396,0.9105846,Exoplaneta
2397,0.84002566,Exoplaneta
2398,0.8227803,Exoplaneta
2399,0.9426811,Exoplaneta
2400,0.75602454,Exoplaneta
2401,0.7189824,Exoplaneta
2402,0.5899239,Exoplaneta
2403,0.78718805,Exoplaneta
2404,0.88274264,Exoplaneta
2405,0.82654095,Exoplaneta
2406,0.6804092,Exoplaneta
2407,0.7744307,Exoplaneta
2408,0.47157928,No exoplaneta
2409,0.92931294,Exoplaneta
2410,0.7498747,Exoplaneta
2411,0.92180926,Exoplaneta
2412,0.81372505,Exoplaneta
2413,0.9018885,Exoplaneta
2414,0.43056145,No exoplaneta
2415,0.93629694,Exoplaneta
2416,0.9258697,Exoplaneta
2417,0.4930426,No exoplaneta
2418,0.9035167,Exoplaneta
2419,0.7371713,Exoplaneta
2420,0.83902645,Exoplaneta
2421,0.6545636,Exoplaneta
2422,0.6712273,Exoplaneta
2423,0.57718784,Exoplaneta
2424,0.96089935,Exoplaneta
2425,0.5919929,Exoplaneta
2426,0.35537547,No exoplaneta
2427,0.45749053,No exoplaneta
2428,0.40976858,No exoplaneta
2429,0.9625906,Exoplaneta
2430,0.78032243,Exoplaneta
2431,0.42842966,No exoplaneta
2432,0.92092144,Exoplaneta
2433,0.87288755,Exoplaneta
2434,0.6648647,Exoplaneta
2435,0.70081353,Exoplaneta
2436,0.1091986,No exoplaneta
2437,0.8953434,Exoplaneta
2438,0.91912544,Exoplaneta
2439,0.94121003,Exoplaneta
2440,0.9185618,Exoplaneta
2441,0.93588245,Exoplaneta
2442,0.35171813,No exoplaneta
2443,0.22441788,No exoplaneta
2444,0.55853343,Exoplaneta
2445,0.91770077,Exoplaneta
2446,0.46540534,No exoplaneta
2447,0.8047171,Exoplaneta
2448,0.8709265,Exoplaneta
2449,0.69093406,Exoplaneta
2450,0.8258115,Exoplaneta
2451,0.71399146,Exoplaneta
2452,0.8484345,Exoplaneta
2453,0.073966734,No exoplaneta
2454,0.6542207,Exoplaneta
2455,0.9528769,Exoplaneta
2456,0.8731231,Exoplaneta
2457,0.8903521,Exoplaneta
2458,0.8440196,Exoplaneta
2459,0.8626853,Exoplaneta
2460,0.93253994,Exoplaneta
2461,0.92086434,Exoplaneta
2462,0.8275948,Exoplaneta
2463,0.2718328,No exoplaneta
2464,0.56488144,Exoplaneta
2465,0.82949114,Exoplaneta
2466,0.9296403,Exoplaneta
2467,0.89059937,Exoplaneta
2468,0.68887365,Exoplaneta
2469,0.77690667,Exoplaneta
2470,0.8808431,Exoplaneta
2471,0.36817682,No exoplaneta
2472,0.76657397,Exoplaneta
2473,0.7038548,Exoplaneta
2474,0.7836072,Exoplaneta
2475,0.6894947,Exoplaneta
2476,0.92330754,Exoplaneta
2477,0.48187202,No exoplaneta
2478,0.2514118,No exoplaneta
2479,0.5054195,Exoplaneta
2480,0.42163098,No exoplaneta
2481,0.123931825,No exoplaneta
2482,0.91466045,Exoplaneta
2483,0.92209864,Exoplaneta
2484,0.5125337,Exoplaneta
2485,0.6284465,Exoplaneta
2486,0.6014129,Exoplaneta
2487,0.9265267,Exoplaneta
2488,0.9527412,Exoplaneta
2489,0.6353992,Exoplaneta
2490,0.94958,Exoplaneta
2491,0.33420715,No exoplaneta
2492,0.8431471,Exoplaneta
2493,0.72402406,Exoplaneta
2494,0.64678866,Exoplaneta
2495,0.657643,Exoplaneta
2496,0.79398584,Exoplaneta
2497,0.33968896,No exoplaneta
2498,0.80672437,Exoplaneta
2499,0.9449454,Exoplaneta
2500,0.624886,Exoplaneta
2501,0.8771199,Exoplaneta
2502,0.87834686,Exoplaneta
2503,0.37080088,No exoplaneta
2504,0.94182456,Exoplaneta
2505,0.45849714,No exoplaneta
2506,0.24526706,No exoplaneta
2507,0.09782082,No exoplaneta
2508,0.80150235,Exoplaneta
2509,0.82010967,Exoplaneta
2510,0.9205653,Exoplaneta
2511,0.45382273,No exoplaneta
2512,0.7851214,Exoplaneta
2513,0.71325225,Exoplaneta
2514,0.9508321,Exoplaneta
2515,0.8293411,Exoplaneta
2516,0.40507755,No exoplaneta
2517,0.847698,Exoplaneta
2518,0.9288317,Exoplaneta
2519,0.93226403,Exoplaneta
2520,0.9641352,Exoplaneta
2521,0.8621639,Exoplaneta
2522,0.42827487,No exoplaneta
2523,0.9282005,Exoplaneta
2524,0.6725116,Exoplaneta
2525,0.12366953,No exoplaneta
2526,0.65047127,Exoplaneta
2527,0.59117943,Exoplaneta
2528,0.75565225,Exoplaneta
2529,0.2481798,No exoplaneta
2530,0.9442304,Exoplaneta
2531,0.2599552,No exoplaneta
2532,0.22262202,No exoplaneta
2533,0.6036573,Exoplaneta
2534,0.0802237,No exoplaneta
2535,0.24225588,No exoplaneta
2536,0.081031494,No exoplaneta
2537,0.892381,Exoplaneta
2538,0.85383373,Exoplaneta
2539,0.049572643,No exoplaneta
2540,0.28313863,No exoplaneta
2541,0.46362916,No exoplaneta
2542,0.95315886,Exoplaneta
2543,0.8400962,Exoplaneta
2544,0.6465477,Exoplaneta
2545,0.642383,Exoplaneta
2546,0.92858875,Exoplaneta
2547,0.92096585,Exoplaneta
2548,0.6818104,Exoplaneta
2549,0.70517224,Exoplaneta
2550,0.52922297,Exoplaneta
2551,0.77685505,Exoplaneta
2552,0.6472576,Exoplaneta
2553,0.73814094,Exoplaneta
2554,0.49756706,No exoplaneta
2555,0.5247419,Exoplaneta
2556,0.20410843,No exoplaneta
2557,0.9167714,Exoplaneta
2558,0.9492673,Exoplaneta
2559,0.7857669,Exoplaneta
2560,0.52714133,Exoplaneta
2561,0.93725,Exoplaneta
2562,0.9449782,Exoplaneta
2563,0.899764,Exoplaneta
2564,0.76109654,Exoplaneta
2565,0.44236267,No exoplaneta
2566,0.6191209,Exoplaneta
2567,0.27,No exoplaneta
2568,0.9258925,Exoplaneta
2569,0.7321406,Exoplaneta
2570,0.29071176,No exoplaneta
2571,0.69389963,Exoplaneta
2572,0.93966085,Exoplaneta
2573,0.61594015,Exoplaneta
2574,0.765787,Exoplaneta
2575,0.83999103,Exoplaneta
2576,0.9346251,Exoplaneta
2577,0.57731646,Exoplaneta
2578,0.84870267,Exoplaneta
2579,0.81151044,Exoplaneta
2580,0.91422194,Exoplaneta
2581,0.38319993,No exoplaneta
2582,0.9050246,Exoplaneta
2583,0.7595347,Exoplaneta
2584,0.8750686,Exoplaneta
2585,0.45520982,No exoplaneta
2586,0.8748732,Exoplaneta
2587,0.80084,Exoplaneta
2588,0.92803043,Exoplaneta
2589,0.7855455,Exoplaneta
2590,0.31475857,No exoplaneta
2591,0.6858686,Exoplaneta
2592,0.7161308,Exoplaneta
2593,0.8000671,Exoplaneta
2594,0.5278694,Exoplaneta
2595,0.82760096,Exoplaneta
2596,0.9118302,Exoplaneta
2597,0.6497508,Exoplaneta
2598,0.9608037,Exoplaneta
2599,0.96753114,Exoplaneta
2600,0.96972924,Exoplaneta
2601,0.5886607,Exoplaneta
2602,0.92507035,Exoplaneta
2603,0.79503334,Exoplaneta
2604,0.83148545,Exoplaneta
2605,0.90198797,Exoplaneta
2606,0.7180428,Exoplaneta
2607,0.75397027,Exoplaneta
2608,0.8538511,Exoplaneta
2609,0.87257576,Exoplaneta
2610,0.7953223,Exoplaneta
2611,0.7800903,Exoplaneta
2612,0.66319,Exoplaneta
2613,0.29918694,No exoplaneta
2614,0.91128886,Exoplaneta
2615,0.8977622,Exoplaneta
2616,0.31522155,No exoplaneta
2617,0.7504822,Exoplaneta
2618,0.92891645,Exoplaneta
2619,0.05722424,No exoplaneta
2620,0.7203085,Exoplaneta
2621,0.67955416,Exoplaneta
2622,0.90605044,Exoplaneta
2623,0.9388647,Exoplaneta
2624,0.73586076,Exoplaneta
2625,0.9264481,Exoplaneta
2626,0.2208392,No exoplaneta
2627,0.69884527,Exoplaneta
2628,0.9056721,Exoplaneta
2629,0.9256628,Exoplaneta
2630,0.93062776,Exoplaneta
2631,0.93961465,Exoplaneta
2632,0.25652835,No exoplaneta
2633,0.49350423,No exoplaneta
2634,0.83682746,Exoplaneta
2635,0.59434515,Exoplaneta
2636,0.95165646,Exoplaneta
2637,0.37090027,No exoplaneta
2638,0.8179513,Exoplaneta
2639,0.57459176,Exoplaneta
2640,0.7499908,Exoplaneta
2641,0.5596865,Exoplaneta
2642,0.8814244,Exoplaneta
2643,0.9622173,Exoplaneta
2644,0.6322851,Exoplaneta
2645,0.90724033,Exoplaneta
2646,0.88318586,Exoplaneta
2647,0.9046085,Exoplaneta
2648,0.90108633,Exoplaneta
2649,0.7143439,Exoplaneta
2650,0.9488886,Exoplaneta
2651,0.9534536,Exoplaneta
2652,0.7396289,Exoplaneta
2653,0.7782357,Exoplaneta
2654,0.19229648,No exoplaneta
2655,0.93119335,Exoplaneta
2656,0.26735267,No exoplaneta
2657,0.742627,Exoplaneta
